cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
698,4,2,10,0.8749518780830203,1570,11,0.8884502877862838,1
741,6,2,10,0.4929689362457012,1287,11,0.8884502877862838,1
944,6,2,10,1.5633169711856891,1965,11,0.8884502877862838,1
816,4,2,10,0.910762779,1519,11,0.8884502877862838,1
672,6,2,10,0.4929689362457012,1470,11,0.8884502877862838,1
663,6,2,10,0.6680444512544724,1404,11,0.8884502877862838,1
612,6,2,10,0.6680444512544724,1322,11,0.9431945538974952,1
725,6,2,10,0.5924436606825031,1437,11,0.8884502877862838,1
676,6,2,10,0.7794561426236906,1358,11,0.9431945538974952,1
738,4,2,10,1.0659433490016799,1535,11,0.8884502877862838,1
708,6,2,10,0.6481495063671121,1560,11,0.9431945538974952,1
748,4,2,10,0.644170517,1390,11,0.8884502877862838,1
748,6,2,10,0.5645907378401985,1408,11,0.9431945538974952,1
825,6,2,10,0.9784055914972942,1630,11,0.8884502877862838,1
664,4,2,10,0.6163175945473355,1238,11,0.8884502877862838,1
790,6,2,10,1.0460484041143194,1795,11,0.8884502877862838,1
570,6,2,10,0.5128638811330616,1309,11,0.9431945538974952,1
561,4,2,10,0.3298303881693462,1137,11,0.9431945538974952,1
724,4,2,10,0.9903425584297104,1502,11,0.8884502877862838,1
647,6,2,10,1.2012289742357303,1758,11,0.9431945538974952,1
722,6,2,10,0.45317904647098045,1379,11,0.9431945538974952,1
634,4,2,10,0.5208218590880057,1312,11,0.8884502877862838,1
638,6,2,10,1.0778803159340962,1569,11,0.8884502877862838,1
593,6,2,10,0.9028048009253248,1415,11,0.9431945538974952,1
648,6,2,10,0.3855362338539552,1306,11,0.9431945538974952,1
726,6,2,10,0.5208218590880057,1269,11,0.8884502877862838,1
798,6,2,10,0.9744266025198222,1687,11,0.9431945538974952,1
680,4,2,10,1.0261534592269592,1603,11,0.8884502877862838,1
725,6,2,10,0.8192460323984113,1576,11,0.8884502877862838,1
738,4,2,10,0.644170517,1269,11,0.9431945538974952,1
730,4,2,10,1.0500273930917916,1618,11,0.9431945538974952,1
849,4,2,10,1.4280313459516385,1951,11,0.9431945538974952,1
589,6,2,10,0.6322335504572237,1529,11,0.9431945538974952,1
540,6,2,10,0.31789342123692993,1109,11,0.8884502877862838,1
709,6,2,10,0.48103196931328496,1400,11,0.8884502877862838,1
651,6,2,10,0.9226997458126852,1770,11,0.9431945538974952,1
755,6,2,10,0.7675191756912743,1473,11,0.8884502877862838,1
831,4,2,10,0.7078343410291932,1687,11,0.8884502877862838,1
697,6,2,10,0.8669939001280762,1547,11,0.9431945538974952,1
626,4,2,10,0.5009269142006454,1349,11,0.8884502877862838,1
668,4,2,10,0.4014521897638435,1259,11,0.9431945538974952,1
788,4,2,10,0.5685697268176706,1553,11,0.9431945538974952,1
679,6,2,10,0.9943215474071825,1503,11,0.8884502877862838,1
825,6,2,10,0.9983005363846545,1649,11,0.9431945538974952,1
721,6,2,10,0.8749518780830203,1570,11,0.9431945538974952,1
769,4,2,10,0.5168428701105336,1429,11,0.9431945538974952,1
697,4,2,10,0.6600864732995283,1578,11,0.8884502877862838,1
756,6,2,10,0.7635401867138022,1531,11,0.8884502877862838,1
726,4,2,10,0.40941016771878763,1103,11,0.9431945538974952,1
749,4,2,10,0.807309065,1608,11,0.8884502877862838,1
808,6,2,10,0.9943215474071825,1527,11,0.8884502877862838,1
737,6,2,10,0.7197713079616094,1377,11,0.9431945538974952,1
673,4,2,10,0.5168428701105336,1524,11,0.8884502877862838,1
646,6,2,10,0.7794561426236906,1410,11,0.8884502877862838,1
724,4,2,10,1.233060886055507,1755,11,0.9431945538974952,1
694,6,2,10,0.5964226496599752,1328,11,0.9431945538974952,1
760,4,2,10,0.9943215474071825,1559,11,0.8884502877862838,1
581,6,2,10,0.5844856827275589,1231,11,0.8884502877862838,1
672,4,2,10,0.7078343410291932,1421,11,0.9431945538974952,1
707,4,2,10,0.7555822087588581,1395,11,0.9431945538974952,1
711,4,2,10,0.6362125394346959,1561,11,0.8884502877862838,1
798,4,2,10,0.7953720985335788,1694,11,0.9431945538974952,1
598,6,2,10,0.27014555350726505,1250,11,0.8884502877862838,1
752,4,2,10,0.47307399135834083,1290,11,0.9431945538974952,1
809,4,2,10,1.3245776325373646,1669,11,0.8884502877862838,1
560,6,2,10,0.4571580354484525,1443,11,0.9431945538974952,1
839,4,2,10,0.7794561426236906,1612,11,0.8884502877862838,1
584,4,2,10,0.083133072,1298,11,0.9431945538974952,1
870,4,2,10,0.7953720985335788,1418,11,0.8884502877862838,1
614,6,2,10,0.3656412889665948,1489,11,0.8884502877862838,1
693,4,2,10,1.022174470249487,1743,11,0.9431945538974952,1
716,6,2,10,0.7078343410291932,1458,11,0.9431945538974952,1
861,6,2,10,0.7754771536462185,1655,11,0.8884502877862838,1
686,6,2,10,0.23433465271001638,1241,11,0.9431945538974952,1
774,4,2,10,0.5009269142006454,1312,11,0.8884502877862838,1
741,6,2,10,0.859035922,1591,11,0.9431945538974952,1
758,6,2,10,1.0420694151368475,1624,11,0.9431945538974952,1
793,6,2,10,1.181334029,1661,11,0.8884502877862838,1
599,4,2,10,0.7794561426236906,1489,11,0.8884502877862838,1
688,4,2,10,0.37757825589901106,1138,11,0.8884502877862838,1
752,4,2,10,0.8192460323984113,1442,11,0.9431945538974952,1
668,6,2,10,1.1017542497989286,1843,11,0.8884502877862838,1
657,6,2,10,0.21443970782265603,1078,11,0.8884502877862838,1
815,6,2,10,0.48898994726822914,1432,11,0.8884502877862838,1
777,6,2,10,0.8749518780830203,1447,11,0.8884502877862838,1
604,6,2,10,0.3815572448764831,1219,11,0.8884502877862838,1
643,4,2,10,0.540716804,1317,11,0.8884502877862838,1
732,4,2,10,1.1574600954835375,1496,11,0.9431945538974952,1
725,4,2,10,0.42532612362867595,1399,11,0.9431945538974952,1
569,4,2,10,0.30595645430451374,1461,11,0.9431945538974952,1
781,4,2,10,0.540716804,1376,11,0.8884502877862838,1
843,6,2,10,0.9903425584297104,1546,11,0.8884502877862838,1
632,6,2,10,0.9067837899027968,1271,11,0.8884502877862838,1
741,6,2,10,0.5805066937500868,1392,11,0.9431945538974952,1
676,6,2,10,0.2542295975973768,1472,11,0.8884502877862838,1
747,4,2,10,0.48898994726822914,1446,11,0.9431945538974952,1
759,6,2,10,0.9983005363846545,1473,11,0.8884502877862838,1
733,4,2,10,0.6561074843220562,1442,11,0.9431945538974952,1
766,6,2,10,0.3815572448764831,1387,11,0.8884502877862838,1
839,4,2,10,1.0062585143395988,1685,11,0.8884502877862838,1
679,4,2,10,0.863014911,1524,11,0.8884502877862838,1
816,4,2,10,0.910762779,1508,11,0.8884502877862838,1
724,6,2,10,0.7595611977363301,1634,11,0.8884502877862838,1
769,4,2,10,0.9983005363846545,1455,11,0.8884502877862838,1
561,6,2,10,0.7396662528489698,1564,11,0.9431945538974952,1
523,6,2,10,0.27810353146220923,1477,11,0.9431945538974952,1
775,4,2,10,0.803330076,1491,11,0.9431945538974952,1
817,6,2,10,0.9028048009253248,1646,11,0.9431945538974952,1
618,6,2,10,0.7555822087588581,1352,11,0.9431945538974952,1
727,4,2,10,0.8948468229703807,1616,11,0.9431945538974952,1
579,6,2,10,0.7038553520517211,1319,11,0.9431945538974952,1
734,6,2,10,0.29799847634956955,1397,11,0.9431945538974952,1
776,4,2,10,1.1296071726412331,1711,11,0.9431945538974952,1
663,4,2,10,0.640191528,1452,11,0.9431945538974952,1
799,4,2,10,1.344472577424725,1767,11,0.9431945538974952,1
684,6,2,10,0.44124207953856426,1382,11,0.8884502877862838,1
865,4,2,10,0.9744266025198222,1826,11,0.8884502877862838,1
709,4,2,10,0.7157923189841373,1298,11,0.9431945538974952,1
783,6,2,10,0.699876363,1508,11,0.8884502877862838,1
692,6,2,10,0.7635401867138022,1490,11,0.9431945538974952,1
778,6,2,10,0.3855362338539552,1167,11,0.9431945538974952,1
800,6,2,10,0.6680444512544724,1392,11,0.9431945538974952,1
786,4,2,10,0.5168428701105336,1261,11,0.9431945538974952,1
658,4,2,10,0.2184186968001281,1014,11,0.8884502877862838,1
804,6,2,10,0.9943215474071825,1588,11,0.9431945538974952,1
619,6,2,10,0.3815572448764831,1363,11,0.9431945538974952,1
842,4,2,10,1.244997852987923,1657,11,0.9431945538974952,1
613,4,2,10,0.4173681456737318,1294,11,0.8884502877862838,1
635,6,2,10,0.5208218590880057,1377,11,0.8884502877862838,1
714,4,2,10,0.640191528,1318,11,0.9431945538974952,1
697,4,2,10,0.49694792522317327,1351,11,0.9431945538974952,1
818,6,2,10,0.6839604071643608,1543,11,0.9431945538974952,1
760,6,2,10,1.0261534592269592,1548,11,0.9431945538974952,1
686,4,2,10,0.43726309056109214,1344,11,0.8884502877862838,1
885,4,2,10,1.1296071726412331,1580,11,0.9431945538974952,1
774,6,2,10,1.0420694151368475,1552,11,0.9431945538974952,1
729,6,2,10,0.7118133300066652,1599,11,0.8884502877862838,1
710,6,2,10,0.5645907378401985,1396,11,0.9431945538974952,1
782,6,2,10,0.9903425584297104,1574,11,0.9431945538974952,1
536,4,2,10,0.40941016771878763,1315,11,0.9431945538974952,1
658,4,2,10,0.7118133300066652,1201,11,0.8884502877862838,1
643,6,2,10,0.536737815,1330,11,0.8884502877862838,1
674,6,2,10,0.7635401867138022,1233,11,0.9431945538974952,1
756,4,2,10,0.45317904647098045,1311,11,0.9431945538974952,1
720,4,2,10,0.9823845804747663,1678,11,0.8884502877862838,1
583,6,2,10,0.6202965835248075,1130,11,0.9431945538974952,1
697,4,2,10,0.6879393961418329,1341,11,0.9431945538974952,1
599,4,2,10,0.5168428701105336,939,11,0.9431945538974952,1
791,4,2,10,0.5924436606825031,1469,11,0.8884502877862838,1
708,6,2,10,0.7277292859165536,1546,11,0.8884502877862838,1
719,6,2,10,0.8550569331956599,1294,11,0.9431945538974952,1
691,4,2,10,0.8431199662632437,1582,11,0.8884502877862838,1
587,4,2,10,0.21443970782265603,1022,11,0.8884502877862838,1
732,4,2,10,1.0778803159340962,1745,11,0.9431945538974952,1
473,6,2,10,0.47307399135834083,1138,11,0.9431945538974952,1
654,6,2,10,0.6799814181868887,1417,11,0.9431945538974952,1
730,6,2,10,0.46909500238086876,1292,11,0.8884502877862838,1
720,6,2,10,0.6561074843220562,1343,11,0.9431945538974952,1
642,4,2,10,0.8112880544434671,1447,11,0.9431945538974952,1
799,4,2,10,1.1614390844610096,1566,11,0.9431945538974952,1
736,6,2,10,0.644170517,1204,11,0.8884502877862838,1
723,6,2,10,0.9585106466099339,1426,11,0.8884502877862838,1
812,6,2,10,0.5844856827275589,1554,11,0.9431945538974952,1
680,4,2,10,0.7754771536462185,1441,11,0.8884502877862838,1
789,4,2,10,1.0579853710467357,1579,11,0.9431945538974952,1
661,6,2,10,0.7834351316011626,1361,11,0.8884502877862838,1
549,6,2,10,0.7078343410291932,1484,11,0.9431945538974952,1
844,6,2,10,0.9903425584297104,1428,11,0.9431945538974952,1
717,6,2,10,0.23831364168748848,1043,11,0.9431945538974952,1
763,4,2,10,0.9306577237676293,1450,11,0.9431945538974952,1
760,4,2,10,1.022174470249487,1548,11,0.9431945538974952,1
598,4,2,10,0.6640654622770004,1569,11,0.8884502877862838,1
654,6,2,10,0.13883891725068662,1307,11,0.8884502877862838,1
621,4,2,10,0.48898994726822914,1492,11,0.8884502877862838,1
692,4,2,10,0.5128638811330616,1364,11,0.8884502877862838,1
601,4,2,10,0.6282545614797517,1417,11,0.8884502877862838,1
623,6,2,10,0.39747320078637144,1434,11,0.9431945538974952,1
570,4,2,10,0.39747320078637144,1249,11,0.9431945538974952,1
835,4,2,10,1.0181954812720149,1758,11,0.8884502877862838,1
735,4,2,10,1.0977752608214564,1537,11,0.8884502877862838,1
706,6,2,10,0.9266787347901573,1658,11,0.8884502877862838,1
595,4,2,10,0.8789308670604924,1506,11,0.9431945538974952,1
719,6,2,10,0.588464672,1417,11,0.9431945538974952,1
624,6,2,10,0.8112880544434671,1352,11,0.8884502877862838,1
819,6,2,10,0.7754771536462185,1528,11,0.8884502877862838,1
629,4,2,10,0.7078343410291932,1573,11,0.8884502877862838,1
578,4,2,10,0.21046071884518394,1275,11,0.9431945538974952,1
593,6,2,10,0.6879393961418329,1136,11,0.9431945538974952,1
791,6,2,10,0.7834351316011626,1353,11,0.9431945538974952,1
754,4,2,10,0.9585106466099339,1491,11,0.9431945538974952,1
783,6,2,10,1.443947301861527,1826,11,0.8884502877862838,1
753,6,2,10,0.7118133300066652,1397,11,0.8884502877862838,1
569,6,2,10,0.4133891566962597,1298,11,0.9431945538974952,1
657,6,2,10,0.8391409772857716,1486,11,0.8884502877862838,1
721,4,2,10,0.3656412889665948,1387,11,0.9431945538974952,1
646,6,2,10,0.3934942118088994,1113,11,0.8884502877862838,1
818,6,2,10,0.8669939001280762,1559,11,0.9431945538974952,1
751,6,2,10,0.9863635694522384,1450,11,0.9431945538974952,1
730,6,2,10,0.7913931095561068,1573,11,0.8884502877862838,1
869,6,2,10,1.3007036986725322,1678,11,0.9431945538974952,1
576,4,2,10,0.4651160134033967,1427,11,0.8884502877862838,1
740,4,2,10,1.0062585143395988,1602,11,0.8884502877862838,1
707,6,2,10,0.7675191756912743,1546,11,0.9431945538974952,1
784,4,2,10,0.8749518780830203,1558,11,0.9431945538974952,1
688,4,2,10,0.9903425584297104,1496,11,0.9431945538974952,1
698,4,2,10,0.48898994726822914,1159,11,0.8884502877862838,1
781,6,2,10,0.7237502969390814,1329,11,0.8884502877862838,1
801,6,2,10,0.7874141205786347,1410,11,0.8884502877862838,1
788,6,2,10,0.7237502969390814,1342,11,0.9431945538974952,1
662,4,2,10,0.39747320078637144,1271,11,0.9431945538974952,1
796,4,2,10,0.7317082748940257,1527,11,0.8884502877862838,1
615,4,2,10,0.8112880544434671,1317,11,0.8884502877862838,1
748,6,2,10,0.536737815,1474,11,0.8884502877862838,1
740,4,2,10,0.33380937714681824,1172,11,0.9431945538974952,1
587,4,2,10,0.5168428701105336,1263,11,0.9431945538974952,1
706,6,2,10,0.7476242308039139,1406,11,0.8884502877862838,1
652,4,2,10,0.7356872638714977,1541,11,0.8884502877862838,1
665,4,2,10,0.6322335504572237,1553,11,0.8884502877862838,1
798,6,2,10,1.2768297648076998,1825,11,0.8884502877862838,1
570,6,2,10,0.5606117488627265,1294,11,0.9431945538974952,1
953,4,2,10,1.3404935884472529,1755,11,0.9431945538974952,1
703,4,2,10,1.0062585143395988,1623,11,0.8884502877862838,1
748,4,2,10,1.014216492294543,1561,11,0.9431945538974952,1
515,6,2,10,0.34176735510176237,1321,11,0.8884502877862838,1
666,4,2,10,0.695897374,1193,11,0.8884502877862838,1
821,4,2,10,0.6282545614797517,1388,11,0.8884502877862838,1
763,4,2,10,0.7277292859165536,1353,11,0.8884502877862838,1
731,4,2,10,0.7834351316011626,1417,11,0.9431945538974952,1
596,4,2,10,0.27810353146220923,1125,11,0.8884502877862838,1
801,6,2,10,1.0699223379791518,1738,11,0.8884502877862838,1
694,4,2,10,0.6640654622770004,1675,11,0.8884502877862838,1
702,4,2,10,0.5566327598852544,1339,11,0.9431945538974952,1
717,4,2,10,1.125628183663761,1746,11,0.8884502877862838,1
878,6,2,10,0.9306577237676293,1596,11,0.8884502877862838,1
767,6,2,10,0.9704476135423501,1661,11,0.9431945538974952,1
745,4,2,10,0.5327588260204219,1564,11,0.9431945538974952,1
791,6,2,10,1.4638422467488872,1878,11,0.8884502877862838,1
619,4,2,10,0.46113702442592464,1296,11,0.8884502877862838,1
712,6,2,10,0.1269019503182704,1063,11,0.8884502877862838,1
1137,2,2,10,2.0766065492795867,1574,11,0.9431945538974952,1
1151,2,2,10,1.9055100232482876,1363,11,0.9431945538974952,1
1002,6,2,10,1.8498041775636784,1497,11,0.9431945538974952,1
1149,6,2,10,1.774203386991709,1209,11,0.8884502877862838,1
1270,2,2,10,2.044774637,1572,11,0.9431945538974952,1
1154,6,2,10,2.0049847476850893,1374,11,0.9431945538974952,1
1099,6,2,10,1.8696991224510389,1368,11,0.8884502877862838,1
1139,6,2,10,1.8657201334735667,1400,11,0.8884502877862838,1
1181,2,2,10,2.044774637,1613,11,0.9431945538974952,1
1289,2,2,10,2.088543516212003,1633,11,0.8884502877862838,1
1197,6,2,10,1.8736781114285108,1409,11,0.9431945538974952,1
1203,6,2,10,2.0567116043922264,1467,11,0.8884502877862838,1
1223,6,2,10,1.989068791775201,1589,11,0.8884502877862838,1
1347,6,2,10,1.9691738468878406,1636,11,0.9431945538974952,1
1192,6,2,10,1.993047780752673,1634,11,0.8884502877862838,1
1276,2,2,10,2.0726275603021147,1735,11,0.8884502877862838,1
1072,2,2,10,1.9174469901807036,1380,11,0.8884502877862838,1
1126,6,2,10,1.6986025964197395,1070,11,0.8884502877862838,1
1224,6,2,10,1.9254049681356478,1479,11,0.9431945538974952,1
1286,2,2,10,2.0129427256400336,1403,11,0.8884502877862838,1
1133,2,2,10,1.881636089383455,1549,11,0.9431945538974952,1
1229,6,2,10,1.989068791775201,1474,11,0.9431945538974952,1
1115,2,2,10,1.9015310342708154,1197,11,0.8884502877862838,1
1182,6,2,10,2.0049847476850893,1300,11,0.8884502877862838,1
1104,6,2,10,1.8975520452933432,1334,11,0.9431945538974952,1
1286,2,2,10,1.9771318248427847,1422,11,0.9431945538974952,1
1187,6,2,10,1.9094890122257595,1345,11,0.8884502877862838,1
1078,6,2,10,1.6866656294873235,1318,11,0.9431945538974952,1
1257,2,2,10,1.9731528358653128,1302,11,0.8884502877862838,1
1188,6,2,10,2.040795648482338,1605,11,0.8884502877862838,1
1276,6,2,10,1.9094890122257595,1583,11,0.9431945538974952,1
1203,2,2,10,1.941320924045536,1650,11,0.9431945538974952,1
1217,6,2,10,1.937341935068064,1363,11,0.9431945538974952,1
1214,2,2,10,2.048753626437282,1620,11,0.8884502877862838,1
1187,2,2,10,1.9651948579103686,1451,11,0.9431945538974952,1
1234,2,2,10,1.7105395633521558,1397,11,0.8884502877862838,1
1310,2,2,10,1.8458251885862063,1509,11,0.8884502877862838,1
1205,6,2,10,1.9492789020004804,1156,11,0.8884502877862838,1
1171,2,2,10,1.937341935068064,1448,11,0.9431945538974952,1
1312,2,2,10,2.088543516212003,1523,11,0.8884502877862838,1
1198,6,2,10,1.9771318248427847,1506,11,0.9431945538974952,1
1199,2,2,10,1.8657201334735667,1378,11,0.9431945538974952,1
1094,6,2,10,2.048753626437282,1257,11,0.9431945538974952,1
1345,2,2,10,2.096501494166947,1782,11,0.9431945538974952,1
1230,6,2,10,1.658812706645019,1038,11,0.8884502877862838,1
1260,6,2,10,1.8736781114285108,1455,11,0.8884502877862838,1
1168,6,2,10,1.7980773208565415,1387,11,0.8884502877862838,1
1064,2,2,10,1.6349387727801865,1158,11,0.8884502877862838,1
1157,6,2,10,2.0010057587076173,1267,11,0.9431945538974952,1
1031,6,2,10,1.937341935068064,1228,11,0.9431945538974952,1
1169,6,2,10,1.9532578909779523,1312,11,0.8884502877862838,1
1211,6,2,10,1.817972265743902,1445,11,0.8884502877862838,1
1178,2,2,10,2.036816659504866,1220,11,0.8884502877862838,1
1187,2,2,10,1.7901193429015974,1204,11,0.9431945538974952,1
1227,2,2,10,2.148228350874084,1701,11,0.8884502877862838,1
1116,2,2,10,1.9015310342708154,1408,11,0.8884502877862838,1
1268,6,2,10,1.881636089383455,1590,11,0.9431945538974952,1
1251,2,2,10,1.889594067338399,1483,11,0.9431945538974952,1
1148,2,2,10,1.8696991224510389,1555,11,0.8884502877862838,1
